"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"37","1416206_at","Sipa1","20469","signal-induced proliferation associated gene 1",-0.0531275195491414,8.58786990726897,-0.129918103901158,0.897738621168111,0.897738621168111,-4.61655804410092
"38","1416210_at","Imp3","102462","IMP3, U3 small nucleolar ribonucleoprotein",0.094471421687194,8.44267444263051,0.226704232375511,0.822617266113872,0.822617266113872,-4.61579209550656
"39","1416234_at","Lrrc59","98238","leucine rich repeat containing 59",-0.338453979607257,7.80423550542712,-0.95314927017597,0.350231563686556,0.350231563686556,-4.597453690598
"40","1416239_at","Ass1","11898","argininosuccinate synthetase 1",-0.472662343867649,8.01319564066768,-1.01325865730068,0.321272324923869,0.321272324923869,-4.59502335778058
"41","1416249_at","Nadk","192185","NAD kinase",-0.780143663398185,8.52946088044659,-1.45352749164641,0.15932313791264,0.15932313791264,-4.57372361750436
"42","1416254_a_at","Vps16","80743","VSP16 CORVET/HOPS core subunit",0.135223649374655,7.25463951618921,0.322856841234563,0.749663270647655,0.749663270647655,-4.61462373593622
"43","1416268_at","Ets2","23872","E26 avian leukemia oncogene 2, 3' domain",-0.803899422966281,7.8857164817991,-1.82082606394742,0.081411737727557,0.081411737727557,-4.55211485742718
"44","1416289_at","Plod1","18822","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",-0.591189455022911,6.06947021467994,-1.25684848014428,0.221177258848499,0.221177258848499,-4.58395211181466
"45","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-0.245755484112683,10.3231213224224,-0.52233926177732,0.606331346309158,0.606331346309158,-4.61092990403116
"46","1416301_a_at","Ebf1","13591","early B cell factor 1",0.765369369200471,6.97092568177376,0.790077202653138,0.437395470371022,0.437395470371022,-4.60339430377385
"47","1416313_at","Mllt11","56772","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",-0.0708648640795149,6.42722332024582,-0.166497919524523,0.869191640927213,0.869191640927213,-4.61631719264144
"48","1416316_at","Slc27a2","26458","solute carrier family 27 (fatty acid transporter), member 2",0.00631937430150398,7.5098348048872,0.0116955560355666,0.990767388804818,0.990767388804818,-4.6169303594638
"49","1416326_at","Crip1","12925","cysteine-rich protein 1",-0.202127208701892,10.5771121119108,-0.476827048887798,0.637896380747335,0.637896380747335,-4.61192111396056
"50","1416329_at","Cyfip1","20430","cytoplasmic FMR1 interacting protein 1",-0.817246361174838,8.41300898871458,-1.3759635082831,0.18182593144107,0.18182593144107,-4.57788363759292
"51","1416332_at","Cirbp","12696","cold inducible RNA binding protein",0.402226984017695,7.40948254367283,0.447909767342808,0.658326808163951,0.658326808163951,-4.61250573021511
"52","1416359_at","Snx18","170625","sorting nexin 18",-0.689931645216902,8.70046435877709,-1.54668949727919,0.135321272359748,0.135321272359748,-4.56852579624805
"53","1416378_at","Pnkp","59047","polynucleotide kinase 3'- phosphatase",-0.675496555943512,8.4698247745153,-1.57492456287827,0.128662807698018,0.128662807698018,-4.56690950223153
"54","1416380_at","Mov10","17454","Mov10 RISC complex RNA helicase",-0.491920199240869,6.4644891542014,-1.08116537204219,0.290611425638265,0.290611425638265,-4.59212931082589
"55","1416381_a_at","Prdx5","54683","peroxiredoxin 5",-0.650803626982647,10.8679487202755,-1.00182698785583,0.32664791831416,0.32664791831416,-4.59549519833908
"56","1416382_at","Ctsc","13032","cathepsin C",-0.703972479383161,10.7781000493867,-1.24810845934004,0.224303615083005,0.224303615083005,-4.58438132714563
"57","1416393_at","Emg1","14791","EMG1 N1-specific pseudouridine methyltransferase",0.117513868862083,9.58813407257315,0.293853786326614,0.771453415970914,0.771453415970914,-4.61501864151657
"58","1416410_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",-0.03257308392695,6.32572745410952,-0.0796220713208333,0.937213065775403,0.937213065775403,-4.61679235591033
"59","1416414_at","Emilin1","100952","elastin microfibril interfacer 1",-0.627996665284821,6.70415576237234,-1.38334407946851,0.17958179178613,0.17958179178613,-4.57749464236147
"60","1416431_at","Tubb6","67951","tubulin, beta 6 class V",-0.497458427904361,7.12613252899144,-0.848050169009837,0.404978775684763,0.404978775684763,-4.60139449870654
"61","1416433_at","Rpa2","19891","replication protein A2",-0.0728644852054465,6.48736816612313,-0.202565033867419,0.841221284652024,0.841221284652024,-4.61602181274829
"62","1416435_at","Ltbr","17000","lymphotoxin B receptor",-0.618933666778679,7.17344251019848,-1.29726909884724,0.207150078309666,0.207150078309666,-4.58193800198283
"63","1416438_at","Puf60","67959","poly-U binding splicing factor 60",0.0489013979025632,8.59963308240142,0.137230348472101,0.892019546490597,0.892019546490597,-4.61651463604481
"64","1416441_at","Cpq","54381","carboxypeptidase Q",-0.0609315554666745,6.60312387600354,-0.171931015036066,0.864966102506148,0.864966102506148,-4.61627637091022
"65","1416443_a_at","Sae1","56459","SUMO1 activating enzyme subunit 1",0.0788166693783783,7.58447393109682,0.210468672386532,0.835118994744103,0.835118994744103,-4.61594942220565
"66","1416503_at","Lxn","17035","latexin",-0.696987094523155,6.6027698973675,-1.69061684075963,0.10415386525184,0.10415386525184,-4.56010173486035
"67","1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",-0.27102624356463,5.28539985039578,-0.377666265654852,0.709073438978316,0.709073438978316,-4.61377800714391
"68","1416527_at","Rab32","67844","RAB32, member RAS oncogene family",-0.957163007265254,7.83424769716594,-1.6497982266613,0.112309628197084,0.112309628197084,-4.56253650688253
"69","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",-0.683377086733371,8.91606648816136,-1.29875214412451,0.206648784539605,0.206648784539605,-4.58186320469729
"70","1416536_at","Pwwp3a","68114","PWWP domain containing 3A, DNA repair factor",0.196955659635435,5.98128845649272,0.346527599829457,0.732034744451929,0.732034744451929,-4.61427439661788
"71","1416542_at","Phf1","21652","PHD finger protein 1",0.0237858558003268,7.9074119571192,0.0516502040878443,0.959244638090851,0.959244638090851,-4.6168740414046
"72","1416543_at","Nfe2l2","18024","nuclear factor, erythroid derived 2, like 2",-0.645260525567927,8.86010173982188,-1.29382139384194,0.208319090248088,0.208319090248088,-4.58211164297499
"73","1416546_a_at","Rpl6","19988","ribosomal protein L6",0.227163305116706,11.8744426543444,0.619907179581314,0.541293143613613,0.541293143613613,-4.60851633355748
"74","1416600_a_at","Rcan1","54720","regulator of calcineurin 1",-0.177092617649494,7.25844743217932,-0.481780718795985,0.634425163226469,0.634425163226469,-4.61181743325091
"75","1416617_at","Acss1","68738","acyl-CoA synthetase short-chain family member 1",0.428028968557942,7.76833941519283,0.738469571541899,0.46755225832611,0.46755225832611,-4.60506722493214
"76","1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",-0.477542875150937,5.81743468608836,-0.620846702570686,0.540685297733782,0.540685297733782,-4.60849120463433
"77","1416630_at","Id3","15903","inhibitor of DNA binding 3",0.601457372962853,7.18305734790659,0.906868863062276,0.37369614156485,0.37369614156485,-4.59923823458524
"78","1416635_at","Smpdl3a","57319","sphingomyelin phosphodiesterase, acid-like 3A",-0.569526870776031,10.6140636108345,-1.45354823104903,0.159317434969045,0.159317434969045,-4.57372248429632
"79","1416649_at","Ambp","11699","alpha 1 microglobulin/bikunin precursor",-0.585163543164501,6.77905469056008,-0.732239001317691,0.471274502955844,0.471274502955844,-4.60526225182579
"80","1416654_at","Slc31a2","20530","solute carrier family 31, member 2",-0.589804016838014,7.72134116617243,-1.17912456018249,0.250167717709915,0.250167717709915,-4.58768845751925
"81","1416676_at","Kng1","16644","kininogen 1",-0.394106776324985,5.55702070148608,-0.51772969583146,0.609494327828525,0.609494327828525,-4.61103423006729
"82","1416677_at","Apoh","11818","apolipoprotein H",-0.324388219161658,7.66635131168865,-0.42391110152648,0.67549187147323,0.67549187147323,-4.61296404701157
"83","1416697_at","Dpp4","13482","dipeptidylpeptidase 4",0.237237764471714,7.44253663241488,0.473264346644497,0.640398140871247,0.640398140871247,-4.61199504397887
"84","1416708_a_at","Gramd1a","52857","GRAM domain containing 1A",0.0453503832436759,8.54927421081797,0.0810788322191337,0.936066917682365,0.936066917682365,-4.6167871489254
"85","1416713_at","Tppp3","67971","tubulin polymerization-promoting protein family member 3",-0.618479985887996,7.26193400682161,-1.2991043799416,0.206529860945548,0.206529860945548,-4.58184543045012
"86","1416722_at","Hmg20a","66867","high mobility group 20A",0.138777676215145,8.27571314251927,0.370163921779403,0.714580883830265,0.714580883830265,-4.61390142058279
"87","1416729_at","Plg","18815","plasminogen",-0.282857978192139,6.07369568638569,-0.364944917736286,0.718421517012981,0.718421517012981,-4.61398584574913
"88","1416731_at","Top2b","21974","topoisomerase (DNA) II beta",0.342958645652052,8.3315460927668,0.65764731619817,0.517165396879767,0.517165396879767,-4.60747898253461
"89","1416735_at","Asah1","11886","N-acylsphingosine amidohydrolase 1",-0.394993294926465,8.85979778792863,-0.940722796561194,0.356432152740253,0.356432152740253,-4.59794034132588
"90","1416740_at","Col5a1","12831","collagen, type V, alpha 1",-0.323207010248828,5.26887942195753,-0.659160365282557,0.51621058398424,0.51621058398424,-4.60743620418898
"91","1416766_at","Mtarc2","67247","mitochondrial amidoxime reducing component 2",0.111324624189425,8.85850335053438,0.271165289575428,0.788635349801865,0.788635349801865,-4.61530203581043
"92","1416775_at","Dmac2","66349","distal membrane arm assembly complex 2",0.0757677896982045,6.92033307697889,0.183804348295161,0.85574620165251,0.85574620165251,-4.61618262191743
"93","1416799_at","Trpm7","58800","transient receptor potential cation channel, subfamily M, member 7",0.160400851331658,7.51297984564339,0.361692275459562,0.720818962293009,0.720818962293009,-4.61403786909264
"94","1416802_a_at","Cdca5","67849","cell division cycle associated 5",0.018784575093477,5.99053488753433,0.0363188664707982,0.971335343230943,0.971335343230943,-4.61690405039977
"95","1416809_at","Cyp3a11","13112","cytochrome P450, family 3, subfamily a, polypeptide 11",-0.349242231200216,6.25888122428382,-0.209352481749081,0.835980158750872,0.835980158750872,-4.61595981234578
"96","1416814_at","Tia1","21841","cytotoxic granule-associated RNA binding protein 1",0.131462145329038,7.16222293776434,0.256767281909737,0.799596620023632,0.799596620023632,-4.61547021485057
"97","1416858_a_at","Fkbp3","30795","FK506 binding protein 3",0.431148143496307,8.26226754959453,0.753870593409941,0.458426261247572,0.458426261247572,-4.60457869831254
"98","1416863_at","Abhd8","64296","abhydrolase domain containing 8",0.221371109631015,5.88388176696703,0.456066669448163,0.652535375262785,0.652535375262785,-4.61234439643503
"99","1416871_at","Adam8","11501","a disintegrin and metallopeptidase domain 8",-1.14176056737337,8.55913892483573,-1.76637063760941,0.0903431131232797,0.0903431131232797,-4.55549416861373
"100","1416881_at","Mcl1","17210","myeloid cell leukemia sequence 1",-0.646268811508103,9.59091794128165,-1.42181533191832,0.168237391174628,0.168237391174628,-4.57544348153685
"101","1416892_s_at","Fam107b","66540","family with sequence similarity 107, member B",0.0882164681247826,10.6643645390488,0.241940947249446,0.810928069111502,0.810928069111502,-4.61563391242079
"102","1416897_at","Parp9","80285","poly (ADP-ribose) polymerase family, member 9",-0.441724290154401,8.7537366770215,-0.97265190724493,0.340647850115733,0.340647850115733,-4.59667894757741
"103","1416915_at","Msh6","17688","mutS homolog 6",0.523944877859473,6.10427181412684,1.01692170539584,0.319562910416839,0.319562910416839,-4.59487121902586
"104","1416930_at","Ly6d","17068","lymphocyte antigen 6 family member D",0.279113642667216,7.50752425797918,0.607671656144761,0.549242249577828,0.549242249577828,-4.60884033088349
"105","1416939_at","Ppa1","67895","pyrophosphatase (inorganic) 1",-0.224523244616182,7.26606561105355,-0.593303835569923,0.558654342512382,0.558654342512382,-4.60921304027632
"106","1416957_at","Pou2af1","18985","POU domain, class 2, associating factor 1",0.41846379475057,9.43128737734662,0.570780347643957,0.57357518209178,0.57357518209178,-4.60978037792677
"107","1416958_at","Nr1d2","353187","nuclear receptor subfamily 1, group D, member 2",0.226011941257892,7.59798412929863,0.398198100370341,0.694084447469722,0.694084447469722,-4.61342791025367
"108","1416983_s_at","Foxo1","56458","forkhead box O1",0.500753274091215,9.10536793442757,0.757387508164273,0.456357294247101,0.456357294247101,-4.60446585640331
"109","1416985_at","Sirpa","19261","signal-regulatory protein alpha",-0.684079183801643,9.00119922983072,-1.80784696401868,0.0834683093630914,0.0834683093630914,-4.55292517386108
"110","1416996_at","Tbc1d8","54610","TBC1 domain family, member 8",-0.676729099575322,7.23454523319508,-1.17642203548927,0.251224445567189,0.251224445567189,-4.58781505348643
"111","1417009_at","C1ra","50909","complement component 1, r subcomponent A",-0.541643859269253,6.21510193860353,-1.11339943634232,0.27681382266426,0.27681382266426,-4.59070203447236
"112","1417010_at","Zbtb18","30928","zinc finger and BTB domain containing 18",0.166510395742355,8.85114093346395,0.35893470062091,0.722853798031589,0.722853798031589,-4.61408161732808
"113","1417019_a_at","Cdc6","23834","cell division cycle 6",-0.273215626967358,4.94178104337423,-0.703664020793626,0.488566966485824,0.488566966485824,-4.60613731835805
"114","1417025_at","H2-Eb1","14969","histocompatibility 2, class II antigen E beta",0.487217033219387,10.9861367328254,0.623354966683619,0.539064300812712,0.539064300812712,-4.60842394283956
"115","1417062_at","Armc10","67211","armadillo repeat containing 10",0.25544491969137,7.19417016145645,0.566852625745805,0.576197601224546,0.576197601224546,-4.60987718624372
"116","1417063_at","C1qb","12260","complement component 1, q subcomponent, beta polypeptide",-1.01290083393497,6.61663705421117,-1.47809664898982,0.152681600847081,0.152681600847081,-4.57237353840166
"117","1417066_at","Coq8a","67426","coenzyme Q8A",0.225152828797813,7.53615024390599,0.54094770348806,0.593642838437967,0.593642838437967,-4.61049978276379
"118","1417071_s_at","Cyp4v3","102294","cytochrome P450, family 4, subfamily v, polypeptide 3",-0.307388393331827,6.77185623826895,-0.80992808784168,0.426120007584088,0.426120007584088,-4.60272375744287
"119","1417074_at","Ceacam10","26366","CEA cell adhesion molecule 10",-1.5332817603332,7.03894130907208,-1.35023364841078,0.189822885720912,0.189822885720912,-4.57922816560038
"120","1417075_at","Fam136a","66488","family with sequence similarity 136, member A",0.114620683852126,6.07573410506226,0.273717777403953,0.786696699286327,0.786696699286327,-4.61527127515442
"121","1417111_at","Man1a","17155","mannosidase 1, alpha",0.275112630549254,10.2393041960574,0.768419871704224,0.449903449274123,0.449903449274123,-4.6041087920638
"122","1417114_at","Gmcl1","23885","germ cell-less, spermatogenesis associated 1",0.111840654061302,6.47592854283165,0.302578530126444,0.764877309182447,0.764877309182447,-4.6149036910459
"123","1417124_at","Dstn","56431","destrin",-0.0386279205844442,11.0765956985234,-0.0961677126909189,0.924204072199538,0.924204072199538,-4.61672767017272
"124","1417126_a_at","Rpl22l1","68028","ribosomal protein L22 like 1",0.279927949585426,11.395865728709,0.652850797719581,0.52019867697079,0.52019867697079,-4.60761399020748
"125","1417138_s_at","Polr2e","66420","polymerase (RNA) II (DNA directed) polypeptide E",0.12901000045008,8.05687558411888,0.296672189964501,0.769327158576421,0.769327158576421,-4.61498187072518
"126","1417141_at","Igtp","16145","interferon gamma induced GTPase",-0.317776293905002,11.233523504458,-0.745160515327492,0.463574367510997,0.463574367510997,-4.60485611192992
"127","1417153_at","Nacc2","67991","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.144936734536535,6.382379333504,0.317010443176537,0.75403928001297,0.75403928001297,-4.61470628100466
"128","1417160_s_at","Wfdc18","14038","WAP four-disulfide core domain 18",-0.540506393612785,6.83305626118104,-1.04667638282232,0.30591236333755,0.30591236333755,-4.59361851388255
"129","1417168_a_at","Usp2","53376","ubiquitin specific peptidase 2",-0.476385181416216,5.71405881462403,-1.22614569281098,0.232308115487372,0.232308115487372,-4.58544986855896
"130","1417171_at","Itk","16428","IL2 inducible T cell kinase",0.320558811325828,7.89260987185788,0.487012237618985,0.630768522539431,0.630768522539431,-4.61170681861478
"131","1417185_at","Ly6a","110454","lymphocyte antigen 6 family member A",-0.218537548197313,9.07975191966593,-0.322969532418737,0.749579005376142,0.749579005376142,-4.61462213029032
"132","1417189_at","Psme2","19188","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",-0.492503586078477,10.8464938248001,-1.2057150628551,0.239946309081951,0.239946309081951,-4.58643083346422
"133","1417190_at","Nampt","59027","nicotinamide phosphoribosyltransferase",-0.958347855318727,7.85874676611837,-1.24983577867702,0.223683089885783,0.223683089885783,-4.58429667914352
"134","1417219_s_at","Tmsb10","19240","thymosin beta 10",0.303950524759408,10.387625229611,0.586227776470655,0.56332023606615,0.56332023606615,-4.60939350956516
"135","1417244_a_at","Irf7","54123","interferon regulatory factor 7",-0.59375975713491,10.2897352168114,-0.806992953162881,0.427775728948762,0.427775728948762,-4.60282384213199
"136","1417246_at","Pzp","11287","PZP, alpha-2-macroglobulin like",-0.0979583377489579,6.22797644684612,-0.0850699022131265,0.932927560064585,0.932927560064585,-4.61677240035721
"137","1417268_at","Cd14","12475","CD14 antigen",-2.01510367732558,8.87726379370686,-1.66479523449498,0.109252829846083,0.109252829846083,-4.56164599641392
"138","1417277_at","Cyp4f16","70101","cytochrome P450, family 4, subfamily f, polypeptide 16",-0.432543883509342,7.10314883610684,-1.11572902829419,0.275835374878768,0.275835374878768,-4.59059757447861
"139","1417290_at","Lrg1","76905","leucine-rich alpha-2-glycoprotein 1",-2.00161656680255,10.2228676417812,-1.47048688952228,0.154714282419951,0.154714282419951,-4.57279331699896
"140","1417291_at","Tnfrsf1a","21937","tumor necrosis factor receptor superfamily, member 1a",-0.691644562893897,9.57290690187635,-1.43706133106055,0.163903145816505,0.163903145816505,-4.57461986881307
"141","1417292_at","Ifi47","15953","interferon gamma inducible protein 47",-0.715248458654827,10.407463423823,-1.11246905191637,0.277205294881795,0.277205294881795,-4.59074370433582
"142","1417297_at","Itpr3","16440","inositol 1,4,5-triphosphate receptor 3",0.275696039397138,8.15475598916154,0.514477838536384,0.611730369494859,0.611730369494859,-4.61110729602085
"143","1417300_at","Smpdl3b","100340","sphingomyelin phosphodiesterase, acid-like 3B",-0.843363991594274,8.19251733389432,-0.985745067545406,0.334315049341386,0.334315049341386,-4.59615135768487
"144","1417314_at","Cfb","14962","complement factor B",-0.995293478876837,7.32167576106143,-0.892528730063133,0.381172568109608,0.381172568109608,-4.5997755760888
"145","1417321_at","Zcchc7","319885","zinc finger, CCHC domain containing 7",0.113340498504002,7.83779538324315,0.224432724047463,0.824363575184927,0.824363575184927,-4.61581480434212
"146","1417338_at","Epb42","13828","erythrocyte membrane protein band 4.2",0.283682715658117,8.57021927514846,0.470074586182363,0.642641718258367,0.642641718258367,-4.61206078197807
"147","1417346_at","Pycard","66824","PYD and CARD domain containing",-0.635651133335095,9.52964299977116,-1.68098078106691,0.106032666309483,0.106032666309483,-4.56067962937172
"148","1417364_at","Eef1g","67160","eukaryotic translation elongation factor 1 gamma",0.156589143440822,11.3864404283606,0.383501693790371,0.704800822028518,0.704800822028518,-4.61368034310098
"149","1417371_at","Peli1","67245","pellino 1",0.105579110779807,9.67421703899274,0.208523512159268,0.836619861414996,0.836619861414996,-4.61596749337594
"150","1417381_at","C1qa","12259","complement component 1, q subcomponent, alpha polypeptide",-1.24784137961121,6.8418598941266,-2.15871373896208,0.0413300264328468,0.0413300264328468,-4.53010433580147
"151","1417384_at","Entpd5","12499","ectonucleoside triphosphate diphosphohydrolase 5",0.192936592773532,6.86374856905379,0.368874646719695,0.715528942437522,0.715528942437522,-4.61392238551131
"152","1417385_at","Npepps","19155","aminopeptidase puromycin sensitive",-0.430253401269407,8.72862298728779,-1.08251602872471,0.290023558077382,0.290023558077382,-4.59207018836251
"153","1417391_a_at","Il16","16170","interleukin 16",-0.0643142384255526,9.52276212331964,-0.151213071028417,0.88110023939591,0.88110023939591,-4.61642503543095
"154","1417392_a_at","Slc7a7","20540","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",-0.815336943945415,7.14050615069573,-1.35947193166293,0.186920382320299,0.186920382320299,-4.57874749610056
"155","1417409_at","Jun","16476","jun proto-oncogene",-0.773055327212482,5.89594731559383,-1.36885986715264,0.184006733458125,0.184006733458125,-4.5782566461881
"156","1417420_at","Ccnd1","12443","cyclin D1",-0.462643138241716,5.83803403007847,-0.788877068520692,0.438082973788923,0.438082973788923,-4.60343436467136
"157","1417444_at","E2f5","13559","E2F transcription factor 5",0.17466253253914,4.9155445628576,0.371548025136824,0.713563615875662,0.713563615875662,-4.61387883408767
"158","1417460_at","Ifitm2","80876","interferon induced transmembrane protein 2",-1.20468180353122,11.2209803410815,-1.61935021298321,0.118736845070279,0.118736845070279,-4.56432970331839
"159","1417512_at","Evi5","14020","ecotropic viral integration site 5",-0.441418377687416,5.15269504149195,-1.06272513914821,0.298722909800926,0.298722909800926,-4.59293046682809
"160","1417527_at","Ap3m2","64933","adaptor-related protein complex 3, mu 2 subunit",0.156004366608534,6.40207643668915,0.397894111797313,0.694305461837866,0.694305461837866,-4.61343322537169
"161","1417540_at","Elf1","13709","E74 like ETS transcription factor 1",0.0607508202991127,9.09869889627402,0.164493577551944,0.870751511145045,0.870751511145045,-4.61633192290518
"162","1417542_at","Rps6ka2","20112","ribosomal protein S6 kinase, polypeptide 2",-0.605569310267403,7.15065730544531,-1.41981028252347,0.168814158814013,0.168814158814013,-4.57555134798738
"163","1417561_at","Apoc1","11812","apolipoprotein C-I",-0.463379000014091,6.70896962469626,-0.534307100221619,0.598155998785125,0.598155998785125,-4.61065492245019
"164","1417566_at","Abhd5","67469","abhydrolase domain containing 5",-0.259339191048157,6.63528401404372,-0.673139754751304,0.507435095050556,0.507435095050556,-4.60703665321878
"165","1417585_at","Nup210","54563","nucleoporin 210",0.199900287099537,9.38873405338162,0.480604924294017,0.635248314672075,0.635248314672075,-4.61184213601852
